Línea seleccionada,Documento medición,Punto de medida,Fecha,Hora medición,ValMed/Val.total cont.,UnidadCaracterística,Creado por,Posición de medida,Diferencia val. cont.,Equipo,Texto,Texto
,129470356,105311,01/12/2022,09:00:00 a. m.,33292.6,h,ISERNA,TIEMPO,31.6,16002176,CR3447 CAMION REVOLVEDOR,
,129473264,116281,01/12/2022,09:06:18 a. m.,102110,l,JSCARRILLOP,CONSUMO_OPH,204,16007925,CR4484 CAMION REVOLVEDOR,
,129473265,116283,01/12/2022,09:06:18 a. m.,12511,h,JSCARRILLOP,TIEMPO,26,16007925,CR4484 CAMION REVOLVEDOR,
,129470636,54053,01/12/2022,09:07:00 a. m.,213213,l,CAMARTINZR,CONSUMO_OPH,208,16002086,CR2770 CAMION REVOLVEDOR,
,129470637,105789,01/12/2022,09:07:00 a. m.,32736,h,CAMARTINZR,TIEMPO,25,16002086,CR2770 CAMION REVOLVEDOR,
,129473266,116638,01/12/2022,09:07:51 a. m.,99954,l,JSCARRILLOP,CONSUMO_OPH,220,16007986,CR4528 CAMION REVOLVEDOR,
,129473267,116640,01/12/2022,09:07:51 a. m.,11567,h,JSCARRILLOP,TIEMPO,27,16007986,CR4528 CAMION REVOLVEDOR,
,129473268,122589,01/12/2022,09:09:14 a. m.,41712,l,JSCARRILLOP,CONSUMO_OPH,80,16009277,CR5229 CAMION REVOLVEDOR,
,129473269,122591,01/12/2022,09:09:14 a. m.,5819,h,JSCARRILLOP,TIEMPO,10,16009277,CR5229 CAMION REVOLVEDOR,
,129473320,112167,01/12/2022,09:10:36 a. m.,106691,l,JSCARRILLOP,CONSUMO_OPH,180,16007366,CR4308 CAMION REVOLVEDOR,
,129473321,112169,01/12/2022,09:10:36 a. m.,12891.7,h,JSCARRILLOP,TIEMPO,21,16007366,CR4308 CAMION REVOLVEDOR,
,129568253,128829,01/12/2022,09:13:10 a. m.,935,h,JSALDANAH,TIEMPO,42,9000589,CF9397 CARGADOR FRONTAL,
,129469577,54049,01/12/2022,09:17:07 a. m.,145464,l,NJIMENEZL,CONSUMO_OPH,170,16002082,CR2735 CAMION REVOLVEDOR,
,129469578,108099,01/12/2022,09:17:07 a. m.,27996.3,h,NJIMENEZL,TIEMPO,14,16002082,CR2735 CAMION REVOLVEDOR,
,129469579,53500,01/12/2022,09:23:38 a. m.,196151,l,NJIMENEZL,CONSUMO_OPH,147,16001924,CR3832 CAMION REVOLVEDOR,
,129470370,101559,01/12/2022,09:23:38 a. m.,33618.1,h,NJIMENEZL,TIEMPO,14,16001924,CR3832 CAMION REVOLVEDOR,
,129470371,53421,01/12/2022,09:25:21 a. m.,187682,l,NJIMENEZL,CONSUMO_OPH,135,16001845,CR3379 CAMION REVOLVEDOR,
,129470372,105027,01/12/2022,09:25:21 a. m.,27727,h,NJIMENEZL,TIEMPO,17,16001845,CR3379 CAMION REVOLVEDOR,
,129470373,61683,01/12/2022,09:35:31 a. m.,200413,l,NJIMENEZL,CONSUMO_OPH,226,16004691,CR3693 CAMION REVOLVEDOR,
,129470374,101716,01/12/2022,09:35:31 a. m.,29481.8,h,NJIMENEZL,TIEMPO,23.2,16004691,CR3693 CAMION REVOLVEDOR,
,129470375,53435,01/12/2022,09:37:36 a. m.,211410,l,NJIMENEZL,CONSUMO_OPH,160,16001859,CR3436 CAMION REVOLVEDOR,
,129470376,105246,01/12/2022,09:37:36 a. m.,32803,h,NJIMENEZL,TIEMPO,14,16001859,CR3436 CAMION REVOLVEDOR,
,129503311,115562,01/12/2022,09:48:47 a. m.,18652,l,LMSISNEROS,CONSUMO_OPH,153,9000397,CF9313 CARGADOR FRONTAL,
,129503312,115563,01/12/2022,09:48:47 a. m.,5924.4,h,LMSISNEROS,TIEMPO,31,9000397,CF9313 CARGADOR FRONTAL,
,129469636,117213,01/12/2022,10:22:59 a. m.,95059,l,POCHOAF,CONSUMO_OPH,177,16008135,CR4653 CAMION REVOLVEDOR,
,129469637,117215,01/12/2022,10:22:59 a. m.,10363,h,POCHOAF,TIEMPO,19,16008135,CR4653 CAMION REVOLVEDOR,
,129470638,52455,01/12/2022,10:27:00 a. m.,210003,l,CAMARTINZR,CONSUMO_OPH,237,16001443,CR3301 CAMION REVOLVEDOR,
,129470639,106442,01/12/2022,10:27:00 a. m.,29980,h,CAMARTINZR,TIEMPO,22,16001443,CR3301 CAMION REVOLVEDOR,
,129469638,116215,01/12/2022,10:40:29 a. m.,101725,l,POCHOAF,CONSUMO_OPH,100,16007903,CR4462 CAMION REVOLVEDOR,
,129469639,116217,01/12/2022,10:40:29 a. m.,12570,h,POCHOAF,TIEMPO,7,16007903,CR4462 CAMION REVOLVEDOR,
,129470600,117337,01/12/2022,10:47:47 a. m.,86604,l,JGARCIARYS,CONSUMO_OPH,272,16008178,CR4718 CAMION REVOLVEDOR,
,129470601,117339,01/12/2022,10:47:47 a. m.,11679,h,JGARCIARYS,TIEMPO,37,16008178,CR4718 CAMION REVOLVEDOR,
,129470602,117611,01/12/2022,10:49:21 a. m.,85041,l,JGARCIARYS,CONSUMO_OPH,150,16008267,CR4681 CAMION REVOLVEDOR,
,129470603,117613,01/12/2022,10:49:21 a. m.,11967,h,JGARCIARYS,TIEMPO,19,16008267,CR4681 CAMION REVOLVEDOR,
,129470604,116629,01/12/2022,10:49:42 a. m.,91772,l,JGARCIARYS,CONSUMO_OPH,147,16007983,CR4525 CAMION REVOLVEDOR,
,129470605,116631,01/12/2022,10:49:42 a. m.,12598,h,JGARCIARYS,TIEMPO,19,16007983,CR4525 CAMION REVOLVEDOR,
,129470606,117548,01/12/2022,10:51:41 a. m.,85469,l,JGARCIARYS,CONSUMO_OPH,245,16008246,CR4658 CAMION REVOLVEDOR,
,129470607,117550,01/12/2022,10:51:41 a. m.,11361,h,JGARCIARYS,TIEMPO,33,16008246,CR4658 CAMION REVOLVEDOR,
,129470608,119494,01/12/2022,10:53:04 a. m.,65885,l,JGARCIARYS,CONSUMO_OPH,185,16008730,CR4879 CAMION REVOLVEDOR,
,129470609,119496,01/12/2022,10:53:04 a. m.,8932.3,h,JGARCIARYS,TIEMPO,20.9,16008730,CR4879 CAMION REVOLVEDOR,
,129470640,117617,01/12/2022,10:53:29 a. m.,89243,l,JGARCIARYS,CONSUMO_OPH,170,16008269,CR4684 CAMION REVOLVEDOR,
,129470641,117619,01/12/2022,10:53:29 a. m.,11936,h,JGARCIARYS,TIEMPO,22,16008269,CR4684 CAMION REVOLVEDOR,
,129470642,116587,01/12/2022,10:54:28 a. m.,95834,l,JGARCIARYS,CONSUMO_OPH,130,16007969,CR4511 CAMION REVOLVEDOR,
,129470643,116589,01/12/2022,10:54:28 a. m.,12783,h,JGARCIARYS,TIEMPO,20,16007969,CR4511 CAMION REVOLVEDOR,
,129470644,117331,01/12/2022,10:55:26 a. m.,98909,l,JGARCIARYS,CONSUMO_OPH,155,16008176,CR4716 CAMION REVOLVEDOR,
,129470645,117333,01/12/2022,10:55:26 a. m.,13052,h,JGARCIARYS,TIEMPO,18,16008176,CR4716 CAMION REVOLVEDOR,
,129470646,117602,01/12/2022,10:57:57 a. m.,71954,l,JGARCIARYS,CONSUMO_OPH,118,16008264,CR4678 CAMION REVOLVEDOR,
,129470647,117604,01/12/2022,10:57:57 a. m.,9530,h,JGARCIARYS,TIEMPO,11,16008264,CR4678 CAMION REVOLVEDOR,
,129470648,122949,01/12/2022,10:59:15 a. m.,33940,l,JGARCIARYS,CONSUMO_OPH,135,9000504,CF9365 CARGADOR FRONTAL,
,129470649,122950,01/12/2022,10:59:15 a. m.,6564,h,JGARCIARYS,TIEMPO,19,9000504,CF9365 CARGADOR FRONTAL,
,129470680,128698,01/12/2022,11:01:33 a. m.,15687,l,JGARCIARYS,CONSUMO_OPH,76,9000584,CF9392 CARGADOR FRONTAL,
,129470681,128699,01/12/2022,11:01:33 a. m.,2024,h,JGARCIARYS,TIEMPO,8,9000584,CF9392 CARGADOR FRONTAL,
,129470682,52221,01/12/2022,11:02:21 a. m.,210972,l,JGARCIARYS,CONSUMO_OPH,159,16001331,CR3884 CAMION REVOLVEDOR,
,129470683,106180,01/12/2022,11:02:21 a. m.,34483,h,JGARCIARYS,TIEMPO,21,16001331,CR3884 CAMION REVOLVEDOR,
,129470684,120304,01/12/2022,11:02:40 a. m.,73814,l,JGARCIARYS,CONSUMO_OPH,150,16008954,CR5096 CAMION REVOLVEDOR,
,129470685,120306,01/12/2022,11:02:40 a. m.,9848,h,JGARCIARYS,TIEMPO,23,16008954,CR5096 CAMION REVOLVEDOR,
,129470686,119452,01/12/2022,11:03:00 a. m.,64639,l,JGARCIARYS,CONSUMO_OPH,201,16008716,CR4865 CAMION REVOLVEDOR,
,129470687,119454,01/12/2022,11:03:00 a. m.,8579.6,h,JGARCIARYS,TIEMPO,31.6,16008716,CR4865 CAMION REVOLVEDOR,
,129470688,122667,01/12/2022,11:03:22 a. m.,50636,l,JGARCIARYS,CONSUMO_OPH,120,16009300,CR5297 CAMION REVOLVEDOR,
,129470689,122669,01/12/2022,11:03:22 a. m.,6170,h,JGARCIARYS,TIEMPO,23,16009300,CR5297 CAMION REVOLVEDOR,
,129470700,52219,01/12/2022,11:03:48 a. m.,184974,l,JGARCIARYS,CONSUMO_OPH,130,16001329,CR3882 CAMION REVOLVEDOR,
,129470701,106665,01/12/2022,11:03:48 a. m.,30442,h,JGARCIARYS,TIEMPO,17,16001329,CR3882 CAMION REVOLVEDOR,
,129582181,51404,01/12/2022,11:16:49 a. m.,217030,l,DBLOPEZ,CONSUMO_OPH,149,16000930,CR3482 CAMION REVOLVEDOR,
,129582182,107026,01/12/2022,11:16:49 a. m.,33581,h,DBLOPEZ,TIEMPO,15.5,16000930,CR3482 CAMION REVOLVEDOR,
,129582183,65125,01/12/2022,11:17:32 a. m.,255201,l,DBLOPEZ,CONSUMO_OPH,298,11004780,CR4085 CAMION REVOLVEDOR,
,129582184,107278,01/12/2022,11:17:32 a. m.,26317.8,h,DBLOPEZ,TIEMPO,30,11004780,CR4085 CAMION REVOLVEDOR,
,129471791,123511,01/12/2022,11:30:32 a. m.,45754,l,JHERNANDEZSI,CONSUMO_OPH,200,16009513,CR5389 CAMION REVOLVEDOR,
,129471792,123513,01/12/2022,11:30:32 a. m.,5186,h,JHERNANDEZSI,TIEMPO,23,16009513,CR5389 CAMION REVOLVEDOR,
,129508373,54242,01/12/2022,11:49:00 a. m.,182640,l,JARAMOSC,CONSUMO_OPH,235,16002221,CR3680 CAMION REVOLVEDOR,
,129508374,106146,01/12/2022,11:49:00 a. m.,27248,h,JARAMOSC,TIEMPO,23,16002221,CR3680 CAMION REVOLVEDOR,
,129471064,51327,01/12/2022,11:55:00 a. m.,206732,l,DRIVERAGRC,CONSUMO_OPH,210,11001517,CR3107 CAMION REVOLVEDOR,
,129471065,101514,01/12/2022,11:55:00 a. m.,31922.5,h,DRIVERAGRC,TIEMPO,17.5,11001517,CR3107 CAMION REVOLVEDOR,
,129470702,52822,01/12/2022,11:59:46 a. m.,152762,l,JESPINOZAR,CONSUMO_OPH,200,16001556,CR2754 CAMION REVOLVEDOR,
,129470703,105373,01/12/2022,11:59:46 a. m.,29976,h,JESPINOZAR,TIEMPO,25,16001556,CR2754 CAMION REVOLVEDOR,
,129471797,118932,01/12/2022,12:00:15 p. m.,81873,l,JHERNANDEZSI,CONSUMO_OPH,205,16008596,CR4765 CAMION REVOLVEDOR,
,129471798,118934,01/12/2022,12:00:15 p. m.,9757,h,JHERNANDEZSI,TIEMPO,26,16008596,CR4765 CAMION REVOLVEDOR,
,129470704,54091,01/12/2022,12:00:29 p. m.,180198,l,JESPINOZAR,CONSUMO_OPH,80,16002124,CR2875 CAMION REVOLVEDOR,
,129470705,106246,01/12/2022,12:00:29 p. m.,18297,h,JESPINOZAR,TIEMPO,9,16002124,CR2875 CAMION REVOLVEDOR,
,129470706,52977,01/12/2022,12:01:47 p. m.,225327,l,JESPINOZAR,CONSUMO_OPH,179,16001688,CR3893 CAMION REVOLVEDOR,
,129470707,106049,01/12/2022,12:01:47 p. m.,33180,h,JESPINOZAR,TIEMPO,15,16001688,CR3893 CAMION REVOLVEDOR,
,129470960,52009,01/12/2022,12:17:45 p. m.,187326,l,JGRIMALDOR,CONSUMO_OPH,161,11002110,CR3038 CAMION REVOLVEDOR,
,129470961,108165,01/12/2022,12:17:45 p. m.,33966.4,h,JGRIMALDOR,TIEMPO,20,11002110,CR3038 CAMION REVOLVEDOR,
,129471811,52018,01/12/2022,12:19:10 p. m.,236727,l,JHERNANDEZSI,CONSUMO_OPH,210,11002119,CR3070 CAMION REVOLVEDOR,
,129471812,107752,01/12/2022,12:19:10 p. m.,33797.7,h,JHERNANDEZSI,TIEMPO,22.8,11002119,CR3070 CAMION REVOLVEDOR,
,129625756,116794,01/12/2022,12:22:40 p. m.,110044,l,REVANGELIS,CONSUMO_OPH,240,16008038,CR4580 CAMION REVOLVEDOR,
,129625757,116796,01/12/2022,12:22:40 p. m.,13705,h,REVANGELIS,TIEMPO,25,16008038,CR4580 CAMION REVOLVEDOR,
,129625758,117107,01/12/2022,12:24:00 p. m.,96612,l,REVANGELIS,CONSUMO_OPH,278,16008123,CR4628 CAMION REVOLVEDOR,
,129625759,117109,01/12/2022,12:24:00 p. m.,11813,h,REVANGELIS,TIEMPO,29,16008123,CR4628 CAMION REVOLVEDOR,
,129629070,117243,01/12/2022,12:24:56 p. m.,110483,l,REVANGELIS,CONSUMO_OPH,250,16008145,CR4695 CAMION REVOLVEDOR,
,129629071,117245,01/12/2022,12:24:56 p. m.,13159,h,REVANGELIS,TIEMPO,40,16008145,CR4695 CAMION REVOLVEDOR,
,129629072,94603,01/12/2022,12:25:18 p. m.,225226,l,REVANGELIS,CONSUMO_OPH,219,11008256,CR3007 CAMION REVOLVEDOR,
,129629073,105781,01/12/2022,12:25:18 p. m.,26594,h,REVANGELIS,TIEMPO,24,11008256,CR4197 CAMION REVOLVEDOR,
,129629074,117198,01/12/2022,12:25:43 p. m.,116405,l,REVANGELIS,CONSUMO_OPH,200,16008130,CR4636 CAMION REVOLVEDOR,
,129629075,117200,01/12/2022,12:25:43 p. m.,14063,h,REVANGELIS,TIEMPO,21,16008130,CR4636 CAMION REVOLVEDOR,
,129629076,116164,01/12/2022,12:26:04 p. m.,90797,l,REVANGELIS,CONSUMO_OPH,198,16007886,CR4445 CAMION REVOLVEDOR,
,129629077,116166,01/12/2022,12:26:04 p. m.,12251,h,REVANGELIS,TIEMPO,21,16007886,CR4445 CAMION REVOLVEDOR,
,129629265,116203,01/12/2022,12:28:45 p. m.,95814,l,REVANGELIS,CONSUMO_OPH,200,16007899,CR4458 CAMION REVOLVEDOR,
,129629266,116205,01/12/2022,12:28:45 p. m.,11466,h,REVANGELIS,TIEMPO,22,16007899,CR4458 CAMION REVOLVEDOR,
,129470708,50984,01/12/2022,12:29:00 p. m.,66558,l,JESPINOZAR,CONSUMO_OPH,126,11001232,CF0478 CARGADOR FRONTAL,
,129470709,54900,01/12/2022,12:29:00 p. m.,17795,h,JESPINOZAR,TIEMPO,7,11001232,CF0478 CARGADOR FRONTAL,
,129629267,116263,01/12/2022,12:29:06 p. m.,133560,l,REVANGELIS,CONSUMO_OPH,198,16007919,CR4478 CAMION REVOLVEDOR,
,129629268,116265,01/12/2022,12:29:06 p. m.,15265,h,REVANGELIS,TIEMPO,22,16007919,CR4478 CAMION REVOLVEDOR,
,129629269,117077,01/12/2022,12:29:36 p. m.,94002,l,REVANGELIS,CONSUMO_OPH,218,16008110,CR4647 CAMION REVOLVEDOR,
,129629620,117079,01/12/2022,12:29:36 p. m.,11495,h,REVANGELIS,TIEMPO,25,16008110,CR4647 CAMION REVOLVEDOR,
,129472713,119998,01/12/2022,12:29:47 p. m.,49736,l,RROCHAP,CONSUMO_OPH,215,16008852,CR4994 CAMION REVOLVEDOR,
,129472714,120000,01/12/2022,12:29:47 p. m.,5800.1,h,RROCHAP,TIEMPO,43.4,16008852,CR4994 CAMION REVOLVEDOR,
,129471365,122535,01/12/2022,12:30:00 p. m.,20733,l,AAVENDANO,CONSUMO_OPH,173,16009259,CR5250 CAMION REVOLVEDOR,
,129471366,122537,01/12/2022,12:30:00 p. m.,2486,h,AAVENDANO,TIEMPO,22,16009259,CR5250 CAMION REVOLVEDOR,
,129473368,117029,01/12/2022,12:30:07 p. m.,90189,l,JGARCIARYS,CONSUMO_OPH,220,16008162,CR4644 CAMION REVOLVEDOR,
,129473369,117291,01/12/2022,12:30:07 p. m.,12492,h,JGARCIARYS,TIEMPO,26,16008162,CR4644 CAMION REVOLVEDOR,
,129629621,117267,01/12/2022,12:30:37 p. m.,118706,l,REVANGELIS,CONSUMO_OPH,193,16008153,CR4703 CAMION REVOLVEDOR,
,129629622,117269,01/12/2022,12:30:37 p. m.,15196,h,REVANGELIS,TIEMPO,22,16008153,CR4703 CAMION REVOLVEDOR,
,129470971,128714,01/12/2022,12:38:33 p. m.,13080,l,IEMARQUEZ,CONSUMO_OPH,118,9000578,CF9386 CARGADOR FRONTAL,
,129470972,128715,01/12/2022,12:38:33 p. m.,1828,h,IEMARQUEZ,TIEMPO,15,9000578,CF9386 CARGADOR FRONTAL,
,129470973,53481,01/12/2022,12:40:34 p. m.,170610,l,IEMARQUEZ,CONSUMO_OPH,139,16001905,CR3604 CAMION REVOLVEDOR,
,129470974,105034,01/12/2022,12:40:34 p. m.,28878,h,IEMARQUEZ,TIEMPO,17,16001905,CR3604 CAMION REVOLVEDOR,
,129470975,95062,01/12/2022,12:41:08 p. m.,193306,l,IEMARQUEZ,CONSUMO_OPH,190,11008280,CR4182 CAMION REVOLVEDOR,
,129470976,105105,01/12/2022,12:41:08 p. m.,30722.15,h,IEMARQUEZ,TIEMPO,21,11008280,CR4182 CAMION REVOLVEDOR,
,129470977,51479,01/12/2022,12:42:31 p. m.,210819,l,IEMARQUEZ,CONSUMO_OPH,270,16001005,CR3849 CAMION REVOLVEDOR,
,129470978,105651,01/12/2022,12:42:31 p. m.,35001,h,IEMARQUEZ,TIEMPO,32,16001005,CR3849 CAMION REVOLVEDOR,
,129470979,52902,01/12/2022,12:43:08 p. m.,249467,l,IEMARQUEZ,CONSUMO_OPH,182,16001613,CR3387 CAMION REVOLVEDOR,
,129471050,107287,01/12/2022,12:43:08 p. m.,33151.1,h,IEMARQUEZ,TIEMPO,23,16001613,CR3387 CAMION REVOLVEDOR,
,129471051,51406,01/12/2022,12:43:32 p. m.,226884,l,IEMARQUEZ,CONSUMO_OPH,178,16000932,CR3551 CAMION REVOLVEDOR,
,129471052,107027,01/12/2022,12:43:32 p. m.,33561,h,IEMARQUEZ,TIEMPO,24,16000932,CR3551 CAMION REVOLVEDOR,
,129471053,111435,01/12/2022,12:44:08 p. m.,96046,l,IEMARQUEZ,CONSUMO_OPH,215,16007107,CR4249 CAMION REVOLVEDOR,
,129471054,111437,01/12/2022,12:44:08 p. m.,11422,h,IEMARQUEZ,TIEMPO,26,16007107,CR4249 CAMION REVOLVEDOR,
,129471055,52987,01/12/2022,12:44:51 p. m.,240305,l,IEMARQUEZ,CONSUMO_OPH,280,16001698,CR3920 CAMION REVOLVEDOR,
,129471056,107072,01/12/2022,12:44:51 p. m.,31931,h,IEMARQUEZ,TIEMPO,32,16001698,CR3920 CAMION REVOLVEDOR,
,129471057,52828,01/12/2022,12:45:58 p. m.,233013,l,IEMARQUEZ,CONSUMO_OPH,220,16001562,CR2820 CAMION REVOLVEDOR,
,129471058,101709,01/12/2022,12:45:58 p. m.,35563,h,IEMARQUEZ,TIEMPO,13,16001562,CR2820 CAMION REVOLVEDOR,
,129631346,115339,01/12/2022,12:46:33 p. m.,30028,l,REVANGELIS,CONSUMO_OPH,400,9000366,CF9295 CARGADOR FRONTAL,
,129631347,115340,01/12/2022,12:46:33 p. m.,13678,h,REVANGELIS,TIEMPO,62,9000366,CF9295 CARGADOR FRONTAL,
,129471059,54062,01/12/2022,12:48:08 p. m.,226536,l,IEMARQUEZ,CONSUMO_OPH,163,16002095,CR2794 CAMION REVOLVEDOR,
,129471070,105423,01/12/2022,12:48:08 p. m.,38694,h,IEMARQUEZ,TIEMPO,18,16002095,CR2794 CAMION REVOLVEDOR,
,129471071,54277,01/12/2022,12:48:46 p. m.,213713,l,IEMARQUEZ,CONSUMO_OPH,325,16002256,CR3877 CAMION REVOLVEDOR,
,129471072,105375,01/12/2022,12:48:46 p. m.,32962.5,h,IEMARQUEZ,TIEMPO,38,16002256,CR3877 CAMION REVOLVEDOR,
,129495923,115182,01/12/2022,12:50:52 p. m.,5768.5,h,MGERMAN,TIEMPO,11.9,9000350,CF9289 CARGADOR FRONTAL,
,129471084,54180,01/12/2022,12:56:46 p. m.,190775,l,JAVILABRT,CONSUMO_OPH,207,16002159,CR3406 CAMION REVOLVEDOR,
,129471085,105468,01/12/2022,12:56:46 p. m.,29409.2,h,JAVILABRT,TIEMPO,21.4,16002159,CR3406 CAMION REVOLVEDOR,
,129471086,54217,01/12/2022,12:59:57 p. m.,232081,l,JAVILABRT,CONSUMO_OPH,115,16002196,CR3589 CAMION REVOLVEDOR,
,129471087,105474,01/12/2022,12:59:57 p. m.,34373.7,h,JAVILABRT,TIEMPO,16.7,16002196,CR3589 CAMION REVOLVEDOR,
,129471088,54209,01/12/2022,01:02:42 p. m.,230138,l,JAVILABRT,CONSUMO_OPH,97,16002188,CR3468 CAMION REVOLVEDOR,
,129471089,105472,01/12/2022,01:02:42 p. m.,33254.6,h,JAVILABRT,TIEMPO,15.8,16002188,CR3468 CAMION REVOLVEDOR,
,129471023,129234,01/12/2022,01:03:45 p. m.,5880,l,GGARCIA,CONSUMO_OPH,267,16011680,CR5597 CAMION REVOLVEDOR,
,129471024,129236,01/12/2022,01:03:45 p. m.,865,h,GGARCIA,TIEMPO,79.4,16011680,CR5597 CAMION REVOLVEDOR,
,129471025,54174,01/12/2022,01:04:34 p. m.,252118,l,GGARCIA,CONSUMO_OPH,188,16002153,CR3390 CAMION REVOLVEDOR,
,129471026,107135,01/12/2022,01:04:34 p. m.,36552.7,h,GGARCIA,TIEMPO,20,16002153,CR3390 CAMION REVOLVEDOR,
,129471090,52148,01/12/2022,01:04:48 p. m.,227280,l,DAVIDALEJN,CONSUMO_OPH,208,16001258,CR3576 CAMION REVOLVEDOR,
,129471091,105290,01/12/2022,01:04:48 p. m.,32683,h,DAVIDALEJN,TIEMPO,28,16001258,CR3576 CAMION REVOLVEDOR,
,129471110,53498,01/12/2022,01:05:11 p. m.,154640,l,JAVILABRT,CONSUMO_OPH,261,16001922,CR3830 CAMION REVOLVEDOR,
,129471111,105858,01/12/2022,01:05:11 p. m.,29466.1,h,JAVILABRT,TIEMPO,32.5,16001922,CR3830 CAMION REVOLVEDOR,
,129471027,119569,01/12/2022,01:05:38 p. m.,81100,l,GGARCIA,CONSUMO_OPH,210,16008755,CR4904 CAMION REVOLVEDOR,
,129471028,119571,01/12/2022,01:05:38 p. m.,11298,h,GGARCIA,TIEMPO,33,16008755,CR4904 CAMION REVOLVEDOR,
,129471029,52475,01/12/2022,01:06:06 p. m.,182101,l,GGARCIA,CONSUMO_OPH,204,16001463,CR3709 CAMION REVOLVEDOR,
,129471100,106872,01/12/2022,01:06:06 p. m.,29154,h,GGARCIA,TIEMPO,25,16001463,CR3709 CAMION REVOLVEDOR,
,129592743,129404,01/12/2022,01:08:46 p. m.,1619,l,JSRODRIGUEZS,CONSUMO_OPH,281,16011865,CR5600 CAMION REVOLVEDOR,
,129592744,129406,01/12/2022,01:08:46 p. m.,181,h,JSRODRIGUEZS,TIEMPO,23,16011865,CR5600 CAMION REVOLVEDOR,
,129471112,54096,01/12/2022,01:09:32 p. m.,181913,l,JAVILABRT,CONSUMO_OPH,158,16002128,CR2921 CAMION REVOLVEDOR,
,129471113,106133,01/12/2022,01:09:32 p. m.,34090.5,h,JAVILABRT,TIEMPO,20.3,16002128,CR2921 CAMION REVOLVEDOR,
,129471114,52032,01/12/2022,01:11:57 p. m.,218403,l,JAVILABRT,CONSUMO_OPH,200,16001146,CR3200 CAMION REVOLVEDOR,
,129471115,104834,01/12/2022,01:11:57 p. m.,34580,h,JAVILABRT,TIEMPO,25,16001146,CR3200 CAMION REVOLVEDOR,
,129471116,111450,01/12/2022,01:14:29 p. m.,106943,l,JAVILABRT,CONSUMO_OPH,216,16007112,CR4255 CAMION REVOLVEDOR,
,129471117,111452,01/12/2022,01:14:29 p. m.,13841,h,JAVILABRT,TIEMPO,25,16007112,CR4255 CAMION REVOLVEDOR,
,129471118,94012,01/12/2022,01:16:15 p. m.,142754,l,JAVILABRT,CONSUMO_OPH,245,11008038,CR4161 CAMION REVOLVEDOR,
,129471119,106780,01/12/2022,01:16:15 p. m.,15442,h,JAVILABRT,TIEMPO,28,11008038,CR4161 CAMION REVOLVEDOR,
,129471813,122309,01/12/2022,01:20:44 p. m.,53142,l,JHERNANDEZSI,CONSUMO_OPH,256,16009255,CR5227 CAMION REVOLVEDOR,
,129471814,122521,01/12/2022,01:20:44 p. m.,6391,h,JHERNANDEZSI,TIEMPO,25,16009255,CR5227 CAMION REVOLVEDOR,
,129471200,111420,01/12/2022,01:22:40 p. m.,113560,l,JAVILABRT,CONSUMO_OPH,220,16007102,CR4244 CAMION REVOLVEDOR,
,129471201,111422,01/12/2022,01:22:40 p. m.,13636,h,JAVILABRT,TIEMPO,27,16007102,CR4244 CAMION REVOLVEDOR,
,129471048,119858,01/12/2022,01:25:58 p. m.,60388,l,HJGARCIAP,CONSUMO_OPH,305,16008811,CR4942 CAMION REVOLVEDOR,
,129471049,119860,01/12/2022,01:25:58 p. m.,7718,h,HJGARCIAP,TIEMPO,32,16008811,CR4942 CAMION REVOLVEDOR,
,129471162,119608,01/12/2022,01:26:46 p. m.,68293,l,HJGARCIAP,CONSUMO_OPH,260,16008768,CR4917 CAMION REVOLVEDOR,
,129471163,119610,01/12/2022,01:26:46 p. m.,8003,h,HJGARCIAP,TIEMPO,35,16008768,CR4917 CAMION REVOLVEDOR,
,129471167,119793,01/12/2022,01:27:20 p. m.,73498,l,HJGARCIAP,CONSUMO_OPH,264,16008789,CR4975 CAMION REVOLVEDOR,
,129471168,119795,01/12/2022,01:27:20 p. m.,9544,h,HJGARCIAP,TIEMPO,31,16008789,CR4975 CAMION REVOLVEDOR,
,129471180,127785,01/12/2022,01:28:57 p. m.,10699,l,HJGARCIAP,CONSUMO_OPH,205,16010469,CR5473 CAMION REVOLVEDOR,
,129471181,127787,01/12/2022,01:28:57 p. m.,1587,h,HJGARCIAP,TIEMPO,27,16010469,CR5473 CAMION REVOLVEDOR,
,129471182,120001,01/12/2022,01:29:30 p. m.,65979,l,HJGARCIAP,CONSUMO_OPH,230,16008853,CR4995 CAMION REVOLVEDOR,
,129471183,120003,01/12/2022,01:29:30 p. m.,7850,h,HJGARCIAP,TIEMPO,31,16008853,CR4995 CAMION REVOLVEDOR,
,129471184,119584,01/12/2022,01:30:05 p. m.,78235,l,HJGARCIAP,CONSUMO_OPH,245,16008760,CR4909 CAMION REVOLVEDOR,
,129471185,119586,01/12/2022,01:30:05 p. m.,10285,h,HJGARCIAP,TIEMPO,33,16008760,CR4909 CAMION REVOLVEDOR,
,129471186,124814,01/12/2022,01:30:46 p. m.,26605,l,HJGARCIAP,CONSUMO_OPH,195,16010323,CR5424 CAMION REVOLVEDOR,
,129471187,124816,01/12/2022,01:30:46 p. m.,3478,h,HJGARCIAP,TIEMPO,31,16010323,CR5424 CAMION REVOLVEDOR,
,129471188,119497,01/12/2022,01:31:24 p. m.,63009,l,HJGARCIAP,CONSUMO_OPH,213,16008731,CR4880 CAMION REVOLVEDOR,
,129471189,119499,01/12/2022,01:31:24 p. m.,7625,h,HJGARCIAP,TIEMPO,27,16008731,CR4880 CAMION REVOLVEDOR,
